       chevybelair | Fri Feb 19 2021 16:00:08 GMT+0000 (Coordinated Universal Time): uh oh 
        Proz#6409 | Thu Feb 25 2021 18:16:59 GMT+0000 (Coordinated Universal Time): tryouttime 2/26 14:00 EST ProzXADYN 
        chevybelair#1236 | Thu Feb 25 2021 18:17:08 GMT+0000 (Coordinated Universal Time): tryouttime 2/26 14:00-EST ProzXADYN 
        Wendy Playz Roblox#2366 | Thu Feb 25 2021 18:17:13 GMT+0000 (Coordinated Universal Time): lol the winking emoji 
        Wendy Playz Roblox#2366 | Thu Feb 25 2021 18:17:14 GMT+0000 (Coordinated Universal Time): 😉 
        Proz#6409 | Thu Feb 25 2021 18:17:35 GMT+0000 (Coordinated Universal Time): :tryouttime 2/26 14:00-EST ProzXADYN 
        Phantom Bot#8560 | Thu Feb 25 2021 18:17:35 GMT+0000 (Coordinated Universal Time): ||<@&780544914667733012>||
<:ThePhantomBattalion:786283706553204738>  **Tryouts**

Interested in trying out for The Phantom Battalion? Public tryouts will be taking place on 2/26 at 14:00-EST EST, hosted by ProzXADYN.

```md
#Requirements 
- Members who left a department within the last two weeks will not be allowed to join.
- Members currently in a department will not be permitted to join. Development members of RoMTech are exempt from this rule unless in the engineering branch or another department.
- Somewhat decent aim.
- Mobile will be accepted but your skills must be impressive and your ping shouldn't be a problem.
- No toxic past towards RM or its members.


#Benefits
- Guns and weaponry during raid events.
- Armor to be used during raid events.
- Work with a team and improve your team skills.``` 
        lia-xoxo#1000 | Thu Feb 25 2021 18:17:58 GMT+0000 (Coordinated Universal Time): WHAT THE FUCK IS 14:00 
        Wendy Playz Roblox#2366 | Thu Feb 25 2021 18:18:03 GMT+0000 (Coordinated Universal Time): flushed 
        Wendy Playz Roblox#2366 | Thu Feb 25 2021 18:18:06 GMT+0000 (Coordinated Universal Time): ITS 2 PM EST 
        lia-xoxo#1000 | Thu Feb 25 2021 18:18:09 GMT+0000 (Coordinated Universal Time): 2PM?? 
        lia-xoxo#1000 | Thu Feb 25 2021 18:18:12 GMT+0000 (Coordinated Universal Time): LET SFUCKIGN GOOOO 
        Wendy Playz Roblox#2366 | Thu Feb 25 2021 18:18:14 GMT+0000 (Coordinated Universal Time): CAN I SPECTATE 
        -Kai-#0001 | Thu Feb 25 2021 18:18:17 GMT+0000 (Coordinated Universal Time): Are you kidding I HAVE SCHOOL 
        Wendy Playz Roblox#2366 | Thu Feb 25 2021 18:18:18 GMT+0000 (Coordinated Universal Time): <:cFlushed:658044954098270234> 
        lia-xoxo#1000 | Thu Feb 25 2021 18:18:18 GMT+0000 (Coordinated Universal Time): THATS DURING MY ELA 
        lia-xoxo#1000 | Thu Feb 25 2021 18:18:22 GMT+0000 (Coordinated Universal Time): I DONT EVEN CARE IM ATTENDING 
        -Kai-#0001 | Thu Feb 25 2021 18:18:31 GMT+0000 (Coordinated Universal Time): Are you doing online school? 
        lia-xoxo#1000 | Thu Feb 25 2021 18:18:33 GMT+0000 (Coordinated Universal Time): yea 
        Wendy Playz Roblox#2366 | Thu Feb 25 2021 18:18:35 GMT+0000 (Coordinated Universal Time): FAT L,  EET GANG MOMENT 
        -Kai-#0001 | Thu Feb 25 2021 18:18:40 GMT+0000 (Coordinated Universal Time): Yeah I’m in person 
        DinoSchneller#7686 | Thu Feb 25 2021 18:18:41 GMT+0000 (Coordinated Universal Time): funny 
        -Kai-#0001 | Thu Feb 25 2021 18:18:43 GMT+0000 (Coordinated Universal Time): Fuck my life 
        DinoSchneller#7686 | Thu Feb 25 2021 18:18:45 GMT+0000 (Coordinated Universal Time): school 
        -Kai-#0001 | Thu Feb 25 2021 18:18:47 GMT+0000 (Coordinated Universal Time): <:cb_kms:811976094131552266> 
        lia-xoxo#1000 | Thu Feb 25 2021 18:18:47 GMT+0000 (Coordinated Universal Time): lol L 
        -Kai-#0001 | Thu Feb 25 2021 18:19:26 GMT+0000 (Coordinated Universal Time): <a:pensiveaf:756388985277775923> 
        DinoSchneller#7686 | Thu Feb 25 2021 18:20:12 GMT+0000 (Coordinated Universal Time): <@!439734132663386112> <@!456194029609025548> SpiSADYN agreed? 
        DinoSchneller#7686 | Thu Feb 25 2021 18:21:28 GMT+0000 (Coordinated Universal Time): eee 
        DinoSchneller#7686 | Thu Feb 25 2021 18:21:44 GMT+0000 (Coordinated Universal Time): *buy a paasport* 
        Emizne#1243 | Thu Feb 25 2021 18:23:02 GMT+0000 (Coordinated Universal Time): <@!489483698845122564> remember the alphachoatic guy i told you about on 2b2t 
        Emizne#1243 | Thu Feb 25 2021 18:23:07 GMT+0000 (Coordinated Universal Time): ik how i can ban him myself 
        Emizne#1243 | Thu Feb 25 2021 18:23:11 GMT+0000 (Coordinated Universal Time): *book ban* 
        Alternious#8720 | Thu Feb 25 2021 18:23:27 GMT+0000 (Coordinated Universal Time): thats cool and all but how do you know *for sure* that its actually him 
        Emizne#1243 | Thu Feb 25 2021 18:23:34 GMT+0000 (Coordinated Universal Time): i don't ! 
        Emizne#1243 | Thu Feb 25 2021 18:23:55 GMT+0000 (Coordinated Universal Time): but alphachoatic is a odd name why would u have it unless it is a reacurring name 
        inadex#2374 | Wed Mar 03 2021 13:25:40 GMT+0000 (Coordinated Universal Time):  
        tiff#0709 | Wed Mar 03 2021 13:26:13 GMT+0000 (Coordinated Universal Time): LOLLL 
        tiff#0709 | Wed Mar 03 2021 13:26:14 GMT+0000 (Coordinated Universal Time): um 
        tiff#0709 | Wed Mar 03 2021 13:26:16 GMT+0000 (Coordinated Universal Time): wrong 
        tiff#0709 | Wed Mar 03 2021 13:26:27 GMT+0000 (Coordinated Universal Time): you need to replace kim with jeffery starr 
        inadex#2374 | Wed Mar 03 2021 13:26:27 GMT+0000 (Coordinated Universal Time): are you talking to yourself 
        tiff#0709 | Wed Mar 03 2021 13:26:49 GMT+0000 (Coordinated Universal Time):  
        Peralas#1236 | Wed Mar 03 2021 13:30:41 GMT+0000 (Coordinated Universal Time): tiffany. 
        Phantom Bot#8560 | Wed Mar 03 2021 13:30:41 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:30:41 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:30:42 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:30:42 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:30:42 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Timmobrowo#9663 | Wed Mar 03 2021 13:30:45 GMT+0000 (Coordinated Universal Time): tiffany. 
        Phantom Bot#8560 | Wed Mar 03 2021 13:30:48 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:30:48 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:30:48 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:30:48 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:30:48 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        inadex#2374 | Wed Mar 03 2021 13:30:49 GMT+0000 (Coordinated Universal Time): tiffany. 
        tiff#0709 | Wed Mar 03 2021 13:30:51 GMT+0000 (Coordinated Universal Time): hacker 
        inadex#2374 | Wed Mar 03 2021 13:30:53 GMT+0000 (Coordinated Universal Time): sharing the love with RMS 
        Phantom Bot#8560 | Wed Mar 03 2021 13:30:54 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:30:54 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Peralas#1236 | Wed Mar 03 2021 13:30:54 GMT+0000 (Coordinated Universal Time):  
        Phantom Bot#8560 | Wed Mar 03 2021 13:30:54 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:30:54 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:30:54 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Timmobrowo#9663 | Wed Mar 03 2021 13:30:55 GMT+0000 (Coordinated Universal Time): tiffany. 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:01 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:01 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:02 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:02 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        tiff#0709 | Wed Mar 03 2021 13:31:02 GMT+0000 (Coordinated Universal Time): tiffany. 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:02 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Peralas#1236 | Wed Mar 03 2021 13:31:05 GMT+0000 (Coordinated Universal Time):  
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:08 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:08 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:08 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:08 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:08 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        tiff#0709 | Wed Mar 03 2021 13:31:14 GMT+0000 (Coordinated Universal Time): why is it so slow! 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:15 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:15 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:15 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:15 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:15 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Timmobrowo#9663 | Wed Mar 03 2021 13:31:20 GMT+0000 (Coordinated Universal Time): xdd 
        tiff#0709 | Wed Mar 03 2021 13:31:20 GMT+0000 (Coordinated Universal Time): 9999ms response time 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:21 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:21 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:21 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:22 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:22 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Peralas#1236 | Wed Mar 03 2021 13:31:23 GMT+0000 (Coordinated Universal Time): theres a rate limit 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:27 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:28 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:28 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:28 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:28 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        inadex#2374 | Wed Mar 03 2021 13:31:32 GMT+0000 (Coordinated Universal Time): promote vinian 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:34 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:34 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:34 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:34 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:34 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Peralas#1236 | Wed Mar 03 2021 13:31:35 GMT+0000 (Coordinated Universal Time): the rate limit is lower on bots 
        tiff#0709 | Wed Mar 03 2021 13:31:39 GMT+0000 (Coordinated Universal Time): vinian!!! 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:41 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:41 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:41 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:41 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        Phantom Bot#8560 | Wed Mar 03 2021 13:31:42 GMT+0000 (Coordinated Universal Time): <@295635246102347778> 
        mehavebadname#2330 | Wed Mar 03 2021 13:32:42 GMT+0000 (Coordinated Universal Time): I want to be.... 
        mehavebadname#2330 | Wed Mar 03 2021 13:33:01 GMT+0000 (Coordinated Universal Time): Human shield, my fatness comes in great effect against bulletd 
        inadex#2374 | Wed Mar 03 2021 13:33:06 GMT+0000 (Coordinated Universal Time): i want to do your mom 
        Timmobrowo#9663 | Wed Mar 03 2021 13:33:07 GMT+0000 (Coordinated Universal Time): that doesnt help 
        inadex#2374 | Wed Mar 03 2021 13:33:10 GMT+0000 (Coordinated Universal Time): but we cant get what we want can we 
        mehavebadname#2330 | Wed Mar 03 2021 13:33:18 GMT+0000 (Coordinated Universal Time): <@486799633214078988> hey 
        Timmobrowo#9663 | Wed Mar 03 2021 13:33:23 GMT+0000 (Coordinated Universal Time): who are you 
        mehavebadname#2330 | Wed Mar 03 2021 13:33:28 GMT+0000 (Coordinated Universal Time): Yo momma 
        Timmobrowo#9663 | Wed Mar 03 2021 13:33:31 GMT+0000 (Coordinated Universal Time): liar 
        mehavebadname#2330 | Wed Mar 03 2021 13:33:35 GMT+0000 (Coordinated Universal Time): No lies 
        mehavebadname#2330 | Wed Mar 03 2021 13:33:44 GMT+0000 (Coordinated Universal Time): Im in your house rn 
        Timmobrowo#9663 | Wed Mar 03 2021 13:33:45 GMT+0000 (Coordinated Universal Time): proof 
        mehavebadname#2330 | Wed Mar 03 2021 13:33:52 GMT+0000 (Coordinated Universal Time): Thats my proof 
        inadex#2374 | Wed Mar 03 2021 13:33:52 GMT+0000 (Coordinated Universal Time): please pick 
        inadex#2374 | Wed Mar 03 2021 13:33:57 GMT+0000 (Coordinated Universal Time): controller or infilt 
        inadex#2374 | Wed Mar 03 2021 13:34:01 GMT+0000 (Coordinated Universal Time): https://media.discordapp.net/attachments/624244530954108958/792919930709344256/Controller.gif 
        mehavebadname#2330 | Wed Mar 03 2021 13:34:52 GMT+0000 (Coordinated Universal Time): I want to be infil so i can infiltrate yo momma house 😈 
        inadex#2374 | Wed Mar 03 2021 13:35:05 GMT+0000 (Coordinated Universal Time): is that your final wish 
        mehavebadname#2330 | Wed Mar 03 2021 13:36:05 GMT+0000 (Coordinated Universal Time): Ye 
        inadex#2374 | Wed Mar 03 2021 13:36:32 GMT+0000 (Coordinated Universal Time): ok verify 
        Peralas#1236 | Wed Mar 03 2021 13:37:20 GMT+0000 (Coordinated Universal Time):  
        mehavebadname#2330 | Wed Mar 03 2021 13:38:09 GMT+0000 (Coordinated Universal Time): Hello. 
        inadex#2374 | Wed Mar 03 2021 13:38:13 GMT+0000 (Coordinated Universal Time): took you long enough 
        mehavebadname#2330 | Wed Mar 03 2021 13:38:15 GMT+0000 (Coordinated Universal Time): Ty 
        Peralas#1236 | Wed Mar 03 2021 13:38:45 GMT+0000 (Coordinated Universal Time): :boticon 
        mehavebadname#2330 | Wed Mar 03 2021 13:38:50 GMT+0000 (Coordinated Universal Time): Important business... 
        -Kai-#0001 | Wed Mar 03 2021 13:38:55 GMT+0000 (Coordinated Universal Time): Update log 2: I’m still in here and I’m hungry. Apparently romtech doesn’t require food 
        Peralas#1236 | Wed Mar 03 2021 13:40:41 GMT+0000 (Coordinated Universal Time): :boticon 
        Timmobrowo#9663 | Wed Mar 03 2021 13:41:01 GMT+0000 (Coordinated Universal Time): cap 
        inadex#2374 | Wed Mar 03 2021 13:41:31 GMT+0000 (Coordinated Universal Time): did you check the lockers 
        inadex#2374 | Wed Mar 03 2021 13:41:35 GMT+0000 (Coordinated Universal Time): maybe you'd find a skeleton there 
        inadex#2374 | Wed Mar 03 2021 13:43:22 GMT+0000 (Coordinated Universal Time): <@!402481777920442368> 
        Timmobrowo#9663 | Wed Mar 03 2021 13:43:22 GMT+0000 (Coordinated Universal Time): yeah nothing there.. 
        tiff#0709 | Wed Mar 03 2021 13:43:31 GMT+0000 (Coordinated Universal Time): liars 
        Peralas#1236 | Wed Mar 03 2021 13:43:54 GMT+0000 (Coordinated Universal Time): :boticon 
        Peralas#1236 | Wed Mar 03 2021 13:45:14 GMT+0000 (Coordinated Universal Time): <@!295635246102347778> hey tiffany do the cmd :boticon with a image attachment 
        tiff#0709 | Wed Mar 03 2021 13:45:39 GMT+0000 (Coordinated Universal Time): :boticon 
        tiff#0709 | Wed Mar 03 2021 13:45:53 GMT+0000 (Coordinated Universal Time): what 
        Peralas#1236 | Wed Mar 03 2021 13:46:01 GMT+0000 (Coordinated Universal Time): <@!811624825557876786> 
        Peralas#1236 | Wed Mar 03 2021 13:46:04 GMT+0000 (Coordinated Universal Time): look at its icon 
        -Kai-#0001 | Wed Mar 03 2021 13:46:26 GMT+0000 (Coordinated Universal Time): I’ve been there so long the game doesn’t recognize it 
        Timmobrowo#9663 | Wed Mar 03 2021 13:46:35 GMT+0000 (Coordinated Universal Time):  
        inadex#2374 | Wed Mar 03 2021 13:46:36 GMT+0000 (Coordinated Universal Time): wait 
        Timmobrowo#9663 | Wed Mar 03 2021 13:46:41 GMT+0000 (Coordinated Universal Time): no yore lying 
        -Kai-#0001 | Wed Mar 03 2021 13:46:44 GMT+0000 (Coordinated Universal Time): The lockers hide my name from the public, they know id have too much fame 
        inadex#2374 | Wed Mar 03 2021 13:47:05 GMT+0000 (Coordinated Universal Time): :boticon 
        Peralas#1236 | Wed Mar 03 2021 13:47:08 GMT+0000 (Coordinated Universal Time): dont tell me ncos have access to the bot or this is gonna be hell 
        Peralas#1236 | Wed Mar 03 2021 13:47:12 GMT+0000 (Coordinated Universal Time): shi 
        inadex#2374 | Wed Mar 03 2021 13:47:20 GMT+0000 (Coordinated Universal Time): i mean i need to host tryouts 
        Peralas#1236 | Wed Mar 03 2021 13:49:02 GMT+0000 (Coordinated Universal Time): i can make the bot prefix tiffany 
        distroierONE#4755 | Wed Mar 03 2021 13:52:03 GMT+0000 (Coordinated Universal Time): wait, from when is this the title of ACF 
        Peralas#1236 | Wed Mar 03 2021 13:52:23 GMT+0000 (Coordinated Universal Time): idk 
        Timmobrowo#9663 | Wed Mar 03 2021 13:54:20 GMT+0000 (Coordinated Universal Time): http://scp-wiki.wikidot.com/scp-5167 <@!456194029609025548> since rm is just an scp ripoff already pplease add this one 
        Peralas#1236 | Wed Mar 03 2021 13:55:56 GMT+0000 (Coordinated Universal Time): shut up aero1sm 
        Timmobrowo#9663 | Wed Mar 03 2021 13:56:15 GMT+0000 (Coordinated Universal Time): no please 
        Timmobrowo#9663 | Wed Mar 03 2021 13:56:17 GMT+0000 (Coordinated Universal Time): among us 
        Peralas#1236 | Wed Mar 03 2021 13:56:49 GMT+0000 (Coordinated Universal Time): SHUT UP AERO1SM 
        Timmobrowo#9663 | Wed Mar 03 2021 13:57:26 GMT+0000 (Coordinated Universal Time): i am not tiffany. 
        Timmobrowo#9663 | Wed Mar 03 2021 13:57:30 GMT+0000 (Coordinated Universal Time): now please do it. 
        Peralas#1236 | Wed Mar 03 2021 13:58:55 GMT+0000 (Coordinated Universal Time): SHUT IT AERO1SM 
        Timmobrowo#9663 | Wed Mar 03 2021 13:59:50 GMT+0000 (Coordinated Universal Time): do it now 
        dus#8686 | Wed Mar 03 2021 14:01:46 GMT+0000 (Coordinated Universal Time): hey that’s my alt.... 
        Timmobrowo#9663 | Wed Mar 03 2021 14:02:10 GMT+0000 (Coordinated Universal Time): ||<@&780837787741716490>||
<:ThePhantomBattalion:786283706553204738> | Combat Training

React for a CT today at 3:30 PM EST. 
        Timmobrowo#9663 | Wed Mar 03 2021 14:02:17 GMT+0000 (Coordinated Universal Time): yooure fat 
        Peralas#1236 | Wed Mar 03 2021 14:09:41 GMT+0000 (Coordinated Universal Time):  
        Timmobrowo#9663 | Wed Mar 03 2021 14:10:24 GMT+0000 (Coordinated Universal Time): yeah you are 
        Peralas#1236 | Wed Mar 03 2021 14:10:36 GMT+0000 (Coordinated Universal Time):  
        Proz#6409 | Wed Mar 03 2021 14:20:55 GMT+0000 (Coordinated Universal Time): :boticon 
        Peralas#1236 | Wed Mar 03 2021 14:24:14 GMT+0000 (Coordinated Universal Time): <@!640026086276595732> the bot avatar is you 
        inadex#2374 | Wed Mar 03 2021 14:36:39 GMT+0000 (Coordinated Universal Time): are yaz and yata dating 
        inadex#2374 | Wed Mar 03 2021 14:36:40 GMT+0000 (Coordinated Universal Time): im scared to know 
        Emizne#1243 | Wed Mar 03 2021 15:13:38 GMT+0000 (Coordinated Universal Time): ibbygaytothegay4 
        baby goos#1000 | Wed Mar 03 2021 15:13:52 GMT+0000 (Coordinated Universal Time): weNDY IS COMING 
        Emizne#1243 | Wed Mar 03 2021 15:13:52 GMT+0000 (Coordinated Universal Time): <@!618805352007467008> ibbygaytothegay4 
        baby goos#1000 | Wed Mar 03 2021 15:13:53 GMT+0000 (Coordinated Universal Time): in 2 weeks 
        inadex#2374 | Wed Mar 03 2021 15:13:59 GMT+0000 (Coordinated Universal Time): nah 
        inadex#2374 | Wed Mar 03 2021 15:14:00 GMT+0000 (Coordinated Universal Time): saturday 
        Alternious#8720 | Wed Mar 03 2021 15:14:12 GMT+0000 (Coordinated Universal Time): honestly ali 
        Emizne#1243 | Wed Mar 03 2021 15:14:13 GMT+0000 (Coordinated Universal Time): https://tenor.com/view/controller-test-chicken-kracc-bacc-meme-gif-19903343 
        Alternious#8720 | Wed Mar 03 2021 15:14:16 GMT+0000 (Coordinated Universal Time): if i was wendy 
        Alternious#8720 | Wed Mar 03 2021 15:14:21 GMT+0000 (Coordinated Universal Time): id do the same and be like "fuck yall" 
        Alternious#8720 | Wed Mar 03 2021 15:14:28 GMT+0000 (Coordinated Universal Time): but with an everyone ping <3 
        Emizne#1243 | Wed Mar 03 2021 15:14:34 GMT+0000 (Coordinated Universal Time): just spam pings everyone 
        Emizne#1243 | Wed Mar 03 2021 15:14:36 GMT+0000 (Coordinated Universal Time): ez blacklist 
        inadex#2374 | Wed Mar 03 2021 15:14:38 GMT+0000 (Coordinated Universal Time): mm saying fuck yall to a group of bad people is really fun 
        Emizne#1243 | Wed Mar 03 2021 15:14:47 GMT+0000 (Coordinated Universal Time): watch them change 
        Alternious#8720 | Wed Mar 03 2021 15:14:50 GMT+0000 (Coordinated Universal Time): so toxic 😨 
        inadex#2374 | Wed Mar 03 2021 15:14:59 GMT+0000 (Coordinated Universal Time): it was part of her "resignation letter" so idk why sty deleted it 
        Emizne#1243 | Wed Mar 03 2021 15:15:01 GMT+0000 (Coordinated Universal Time): YOOOOOOOOOO 
        Alternious#8720 | Wed Mar 03 2021 15:15:06 GMT+0000 (Coordinated Universal Time): i honestly wouldnt be surprised if half of rms gets banned for harassment 
        inadex#2374 | Wed Mar 03 2021 15:15:08 GMT+0000 (Coordinated Universal Time): but she said the f word!! 
        Emizne#1243 | Wed Mar 03 2021 15:15:18 GMT+0000 (Coordinated Universal Time): IbbyGayToTheGay4 joined infiltrators 
        Alternious#8720 | Wed Mar 03 2021 15:15:29 GMT+0000 (Coordinated Universal Time): <@!618805352007467008> SUP G 
        Wendee bee#2366 | Wed Mar 03 2021 15:15:50 GMT+0000 (Coordinated Universal Time): lol 
        Emizne#1243 | Wed Mar 03 2021 15:16:59 GMT+0000 (Coordinated Universal Time): did u resign or smth wendy ? 
        Wendee bee#2366 | Wed Mar 03 2021 15:17:52 GMT+0000 (Coordinated Universal Time): sty banned me from every server 
        Wendee bee#2366 | Wed Mar 03 2021 15:17:55 GMT+0000 (Coordinated Universal Time): she cant handle the truth 
        Emizne#1243 | Wed Mar 03 2021 15:17:58 GMT+0000 (Coordinated Universal Time): holy shit 
        distroierONE#4755 | Wed Mar 03 2021 15:18:00 GMT+0000 (Coordinated Universal Time):  
        Wendee bee#2366 | Wed Mar 03 2021 15:18:03 GMT+0000 (Coordinated Universal Time): im gonna full on 
        Wendee bee#2366 | Wed Mar 03 2021 15:18:06 GMT+0000 (Coordinated Universal Time): just expose her 
        Wendee bee#2366 | Wed Mar 03 2021 15:18:08 GMT+0000 (Coordinated Universal Time): waatch me <33 
        Emizne#1243 | Wed Mar 03 2021 15:18:10 GMT+0000 (Coordinated Universal Time): khan said that 
        Emizne#1243 | Wed Mar 03 2021 15:18:15 GMT+0000 (Coordinated Universal Time): DUDE KHAN WAS HARRASSING MY FRIEND 
        Emizne#1243 | Wed Mar 03 2021 15:18:17 GMT+0000 (Coordinated Universal Time): IN THE TRYOUT 
        Emizne#1243 | Wed Mar 03 2021 15:18:19 GMT+0000 (Coordinated Universal Time): HE WAS IN 
        Emizne#1243 | Wed Mar 03 2021 15:18:22 GMT+0000 (Coordinated Universal Time): LEGIT TBAGGED HIM 
        Emizne#1243 | Wed Mar 03 2021 15:18:24 GMT+0000 (Coordinated Universal Time): LIKE 50 TIMES 
        Emizne#1243 | Wed Mar 03 2021 15:18:27 GMT+0000 (Coordinated Universal Time): do it 
        Wendee bee#2366 | Wed Mar 03 2021 15:18:33 GMT+0000 (Coordinated Universal Time): i will i will 
        Wendee bee#2366 | Wed Mar 03 2021 15:18:49 GMT+0000 (Coordinated Universal Time): guys 
        Wendee bee#2366 | Wed Mar 03 2021 15:18:51 GMT+0000 (Coordinated Universal Time): i have admin 
        Emizne#1243 | Wed Mar 03 2021 15:18:55 GMT+0000 (Coordinated Universal Time): wait 
        Wendee bee#2366 | Wed Mar 03 2021 15:18:55 GMT+0000 (Coordinated Universal Time): i still have it 
        Wendee bee#2366 | Wed Mar 03 2021 15:18:56 GMT+0000 (Coordinated Universal Time): lmfeo! 
        Emizne#1243 | Wed Mar 03 2021 15:19:02 GMT+0000 (Coordinated Universal Time): quick FUCK SHIT UP IN THE GROUP 
        LloydMazter#4787 | Wed Mar 03 2021 15:19:02 GMT+0000 (Coordinated Universal Time): https://tenor.com/view/he-cant-keep-getting-away-with-it-gif-19335672 
        LloydMazter#4787 | Wed Mar 03 2021 15:19:06 GMT+0000 (Coordinated Universal Time): ana be like^ 
        Wendee bee#2366 | Wed Mar 03 2021 15:19:08 GMT+0000 (Coordinated Universal Time): YES PLEASE 
        Wendee bee#2366 | Wed Mar 03 2021 15:19:11 GMT+0000 (Coordinated Universal Time): of course 
